,family,genus,species
75302,Bunyaviridae,Tospovirus,Bean necrotic mosaic virus
75371,Coronaviridae,Alphacoronavirus,Rm-Bat-CoV 429/2007/MV
75372,Coronaviridae,Alphacoronavirus,Rm-Bat-CoV 453/2007/EF
75373,Coronaviridae,Alphacoronavirus,Rm-Bat-CoV 09-07/2009/MV
75381,Nyamiviridae,Socyvirus,Soybean cyst nematode socyvirus
75382,Rhabdoviridae,Cytorhabdovirus,Soybean cyst nematode associated northern cereal mosaic virus
75450,Anelloviridae,,uncultured Anellovirus
75452,Geminiviridae,,uncultured Geminivirus
75453,Anelloviridae,,Mosquito VEM Anellovirus SDBVL A
75454,Anelloviridae,,Mosquito VEM Anellovirus SDBVL B
75455,Anelloviridae,,Mosquito VEM Anellovirus SDRB A
75456,Anelloviridae,,Mosquito VEM Anellovirus SDRB B
75460,Nanoviridae,,uncultured Nanovirus
75467,Potyviridae,Potyvirus,Sweet potato vein mosaic virus
75479,Astroviridae,Mamastrovirus,Astrovirus dogfaeces/China/2008
75689,Geminiviridae,Begomovirus,Gaillardia yellow mosaic begomovirus
75696,Narnaviridae,Mitovirus,Tuber aestivum mitovirus
75785,Geminiviridae,Begomovirus,Chili leaf curl Bhatinda virus
75786,Geminiviridae,Begomovirus,Croton yellow vein mosaic Hisar virus
75787,Geminiviridae,Begomovirus,Datura leaf curl virus
75788,Geminiviridae,Begomovirus,Sonchus yellow mosaic virus
76266,Flaviviridae,Flavivirus,Mediterranean Ochlerotatus Flavivirus
76267,Flaviviridae,Flavivirus,Mediterranean Culex Flavivirus
76319,Reoviridae,Cypovirus,Teia anartoides cypovirus
76322,Dicistroviridae,,Big Sioux River virus
76369,Flaviviridae,,Flavivirus AV-2011/Spain
76717,Alphaflexiviridae,,Blackberry virus E
76803,Parvoviridae,Iteradensovirus,Lepidopteran iteradensovirus 5
76812,Rhabdoviridae,Vesiculovirus,Maraba virus
76816,Geminiviridae,Begomovirus,Bhendi yellow vein mosaic Maharashtra virus
76819,Potyviridae,Potyvirus,Lily virus A
76820,Betaflexiviridae,,Scaevola virus A
76823,Betaflexiviridae,Carlavirus,Potato virus H
76824,Luteoviridae,Polerovirus,Brassica yellows virus
76825,Flaviviridae,Flavivirus,Aedes galloisi flavivirus
76828,Geminiviridae,Begomovirus,Sida mosaic Alagoas virus
76829,Geminiviridae,Begomovirus,Abutilon mosaic Brazil virus
76830,Geminiviridae,Begomovirus,West African Asystasia virus 1
76831,Geminiviridae,Begomovirus,West African Asystasia virus 2
76834,Nanoviridae,Nanovirus,Picobiliphyte sp. MS584-5 nanovirus
76888,Picornaviridae,Kobuvirus,Kobuvirus sheep/BRA03/2010/Brazil
76889,Picornaviridae,Kobuvirus,Kobuvirus sheep/BRA08/2010/Brazil
76890,Picornaviridae,Kobuvirus,Kobuvirus sheep/BRA11/2010/Brazil
76891,Tombusviridae,,TGP Tombusvirid 1
76893,Flaviviridae,Flavivirus,Flavivirus Phlebotomine/76/Arrabida/2007
76912,Potyviridae,,Rose yellow mosaic virus
76925,Flaviviridae,Flavivirus,Culex theileri flavivirus RP-2011
76934,Bunyaviridae,Phlebovirus,Phlebovirus CoAr 170255
76935,Bunyaviridae,Phlebovirus,Phlebovirus CoAr 171616
76937,Bunyaviridae,Phlebovirus,Odrenisrou virus
76939,Bunyaviridae,Phlebovirus,Phlebovirus GGP-2011a
76940,Flaviviridae,Flavivirus,Flavivirus Culex theileri/R245/PRT/2008
76941,Flaviviridae,Flavivirus,Flavivirus Culex theileri/R265/PRT/2008
76942,Flaviviridae,Flavivirus,Flavivirus Culex theileri/R522/PRT/2009
76943,Flaviviridae,Flavivirus,Flavivirus Culex theileri/R899/PRT/2010
76944,Flaviviridae,Flavivirus,Flavivirus Culex theileri/R901/PRT/2010
76945,Parvoviridae,Protoparvovirus,Turkey parvovirus Croatia/Munt/2010
76946,Parvoviridae,Protoparvovirus,Chicken parvovirus Cro/Glog/2010
77039,Paramyxoviridae,Avulavirus,Avian paramyxovirus penguin/Espirito Santo-Brazil/2008
77177,Partitiviridae,Deltapartitivirus,Pepper cryptic virus 2
77333,Betaflexiviridae,Trichovirus,Grapevine Pinot gris virus
77338,Geminiviridae,Begomovirus,Squash yellow mild mottle virus
77362,Coronaviridae,,Bat coronavirus M.ful/Japan/03/2009
77363,Coronaviridae,,Bat coronavirus M.ful/Japan/04/2010
77728,Geminiviridae,Mastrevirus,Wheat yellow dwarf virus
77964,Bunyaviridae,Hantavirus,Hantavirus RPR/09-12460
77965,Bunyaviridae,Hantavirus,Hantavirus RPR/08-10217
77966,Bunyaviridae,Hantavirus,Hantavirus RPR/09-10351
77967,Bunyaviridae,Hantavirus,Hantavirus RPR/07-10104
77975,Bunyaviridae,Phlebovirus,Uriurana virus
78038,Nodaviridae,Betanodavirus,Asian seabass Nervous Necrosis Virus
78039,Nodaviridae,Betanodavirus,Mouse grouper Nervous Necrosis Virus
78040,Nodaviridae,Betanodavirus,Tiger grouper Nervous Necrosis Virus
78160,Rhabdoviridae,,Clerodendrum chlorotic spot virus
78206,Picobirnaviridae,Picobirnavirus,Picobirnavirus jaguar/URU-01/2009
78207,Picobirnaviridae,Picobirnavirus,Picobirnavirus puma/URU-01/2010
78208,Picobirnaviridae,Picobirnavirus,Picobirnavirus lion/URU-01/2010
78209,Picobirnaviridae,Picobirnavirus,Picobirnavirus geoffroys_cat/URU-01/2009
78590,Flaviviridae,Flavivirus,Duck hemorrhagic ovaritis virus
78704,Secoviridae,Nepovirus,Blueberry latent spherical virus
78724,Circoviridae,Circovirus,Bat circovirus ZS/China/2011
78733,Rhabdoviridae,Lyssavirus,Bokeloh bat lyssavirus
78736,Circoviridae,Circovirus,Bat circovirus ZS/Yunnan-China/2009
78781,Iflaviridae,Iflavirus,Lygus lineolaris virus 1
78783,Potyviridae,Potyvirus,Blue squill virus A
78819,Geminiviridae,Mastrevirus,Paspalum striate mosaic virus
78958,Parvoviridae,Dependoparvovirus,Pinniped dependoparvovirus 1
78959,Astroviridae,,California sea lion astrovirus 10
78960,Astroviridae,,California sea lion astrovirus 11
78961,Astroviridae,,California sea lion astrovirus 4
78962,Astroviridae,,California sea lion astrovirus 5
78963,Astroviridae,,California sea lion astrovirus 6
78964,Astroviridae,,California sea lion astrovirus 7
78965,Astroviridae,,California sea lion astrovirus 8
78966,Astroviridae,,California sea lion astrovirus 9
78967,Parvoviridae,Bocaparvovirus,Pinniped bocaparvovirus 1
78969,Parvoviridae,Bocaparvovirus,Pinniped bocaparvovirus 2
78970,Parvoviridae,Bocaparvovirus,California sea lion bocavirus 4
78972,Reoviridae,Rotavirus,California sea lion rotavirus 1
78974,Picornaviridae,Sapelovirus,California sea lion sapelovirus 1
78975,Picornaviridae,Sapelovirus,California sea lion sapelovirus 2
78976,Caliciviridae,Sapovirus,California sea lion sapovirus 1
78977,Caliciviridae,Sapovirus,California sea lion sapovirus 2
78980,Inoviridae,,uncultured phage WW-nAnB
78982,Picobirnaviridae,Picobirnavirus,Picobirnavirus mouse/M-58/USA/2008
78983,Picobirnaviridae,Picobirnavirus,Microtus picobirnavirus V-111/USA/2008
78984,Picornaviridae,Sapelovirus,Mouse sapelovirus M-58/USA/2008
78985,Astroviridae,,Mouse astrovirus M-52/USA/2008
78987,Parvoviridae,Dependoparvovirus,Peromyscus adeno-associated virus M-6/USA/2010
78988,Picornaviridae,Kobuvirus,Mouse kobuvirus M-5/USA/2010
79006,Hypoviridae,Hypovirus,Sclerotinia sclerotiorum hypovirus 1
79107,Picornaviridae,Mosavirus,Mosavirus A
79135,Picornaviridae,,Bat picornavirus 1
79136,Picornaviridae,,Bat picornavirus 2
79137,Picornaviridae,,Bat picornavirus 3
79138,Iflaviridae,Iflavirus,VDV-1/DWV recombinant 4
79153,Potyviridae,Potyvirus,Melon vein-banding mosaic virus
79183,Chrysoviridae,Chrysovirus,uncultured chrysovirus
79184,Partitiviridae,,uncultured partitivirus
79186,Totiviridae,,uncultured totivirus
79191,Endornaviridae,,uncultured endornavirus
79193,Hypoviridae,,uncultured hypovirus
79199,Bunyaviridae,Hantavirus,Hantavirus XAHu09011
79200,Bunyaviridae,Hantavirus,Hantavirus XAHu09027
79201,Bunyaviridae,Hantavirus,Hantavirus XAHu09041
79202,Bunyaviridae,Hantavirus,Hantavirus XAHu09047
79203,Bunyaviridae,Hantavirus,Hantavirus XAHu09066
79204,Coronaviridae,Alphacoronavirus,Ferret coronavirus 511c
79205,Coronaviridae,Alphacoronavirus,Ferret coronavirus 4E98
79243,Geminiviridae,Begomovirus,Catharanthus yellow mosaic virus
79244,Coronaviridae,Alphacoronavirus,Alphacoronavirus M.sch/A/Spain/2004
79245,Coronaviridae,Alphacoronavirus,Alphacoronavirus M.bly/B/Spain/2004
79246,Coronaviridae,Alphacoronavirus,Alphacoronavirus N.las/C/Spain/2007
79247,Coronaviridae,Alphacoronavirus,Alphacoronavirus N.las/D/Spain/2007
79248,Coronaviridae,Alphacoronavirus,Alphacoronavirus N.las/E/Spain/2007
79249,Coronaviridae,Alphacoronavirus,Alphacoronavirus N.las/F/Spain/2007
79250,Coronaviridae,Alphacoronavirus,Alphacoronavirus N.las/G/Spain/2007
79251,Coronaviridae,Alphacoronavirus,Alphacoronavirus M.dau/H/Spain/2007
79252,Coronaviridae,Alphacoronavirus,Alphacoronavirus M.myo/I/Spain/2007
79253,Coronaviridae,Alphacoronavirus,Alphacoronavirus P.kuh/Iprima/Spain/2007
79254,Coronaviridae,Alphacoronavirus,Alphacoronavirus P.sp/K/Spain/2007
79255,Coronaviridae,Alphacoronavirus,Alphacoronavirus H.sav/L/Spain/2007
79256,Coronaviridae,Betacoronavirus,Betacoronavirus H.sav/J/Spain/2007
79257,Coronaviridae,Betacoronavirus,Betacoronavirus E.isa/M/Spain/2007
79442,Narnaviridae,,Phytophthora infestans RNA virus 4
79521,Bunyaviridae,Tospovirus,Pepper necrotic spot virus
79591,Potyviridae,,Keunjorong mosaic virus
79639,Alphaflexiviridae,Potexvirus,Tamus red mosaic virus
79641,Parvoviridae,Protoparvovirus,Chicken parvovirus 458/HRV/2010
79642,Parvoviridae,Protoparvovirus,Chicken parvovirus 92/HRV/2009
79643,Parvoviridae,Protoparvovirus,Chicken parvovirus 109/HRV/2009
79644,Parvoviridae,Protoparvovirus,Chicken parvovirus 404/HRV/2010
79645,Parvoviridae,Protoparvovirus,Chicken parvovirus 399/HRV/2010
79646,Parvoviridae,Protoparvovirus,Chicken parvovirus 478/HRV/2010
79736,Flaviviridae,Flavivirus,Yaounde-like virus Ave-Ghana/2007
79748,Picobirnaviridae,Picobirnavirus,Picobirnavirus pig/BG-Por-2/India/2010
79759,Narnaviridae,Mitovirus,Gremmeniella mitovirus
79767,Flaviviridae,Flavivirus,Flavivirus duck/SD/CHN/2010
79815,Flaviviridae,Flavivirus,Flavivirus CJD05/CHN/2010
80026,Totiviridae,Victorivirus,Aspergillus foetidus slow virus 1
80143,Picornaviridae,,Quail picornavirus QPV1/HUN/2010
80155,Reoviridae,Orthoreovirus,Orthoreovirus HK46886/09
80156,Reoviridae,Orthoreovirus,Orthoreovirus HK50842/10
80159,Astroviridae,Mamastrovirus,Ovine astrovirus OAstV-2/Hungary/2009
80160,Geminiviridae,Begomovirus,Tomato interveinal chlorosis virus
80318,Parvoviridae,Protoparvovirus,Chicken parvovirus Ch_114_10
81259,Narnaviridae,Mitovirus,Tuber excavatum mitovirus
81263,Betaflexiviridae,Carlavirus,Cucumber vein-clearing virus
81470,Parvoviridae,Amdoparvovirus,Carnivore amdoparvovirus 2
81472,Flaviviridae,Flavivirus,Duck flavivirus strain YY5
81474,Parvoviridae,Bocaparvovirus,Bocavirus pig/China/2011
81808,Geminiviridae,Begomovirus,Ocimum leaf curl virus
81809,Geminiviridae,Begomovirus,Calotropis yellow vein mosiac virus
81810,Betaflexiviridae,Carlavirus,Mirabilis jalapa mottle virus
81824,Potyviridae,Potyvirus,Lily virus Y
81838,Astroviridae,,Porcine astrovirus 5
81839,Bunyaviridae,Hantavirus,Hantavirus YN05-295
81840,Bunyaviridae,Hantavirus,Hantavirus YN05-304
81841,Bunyaviridae,Hantavirus,Hantavirus YN05-324
81842,Bunyaviridae,Hantavirus,Hantavirus YN05-389
81843,Bunyaviridae,Hantavirus,Hantavirus YN05-47
81844,Bunyaviridae,Hantavirus,Hantavirus YN05-484
81845,Bunyaviridae,Hantavirus,Hantavirus YN05-494
81846,Bunyaviridae,Hantavirus,Hantavirus YN05-637
81847,Bunyaviridae,Hantavirus,Hantavirus YN05-7
81848,Bunyaviridae,Hantavirus,Hantavirus YN05-83
81849,Bunyaviridae,Hantavirus,Hantavirus YN05-9
81850,Bunyaviridae,Hantavirus,Hantavirus YN06-1024
81851,Bunyaviridae,Hantavirus,Hantavirus YN06-153
81852,Bunyaviridae,Hantavirus,Hantavirus YN06-254
81853,Bunyaviridae,Hantavirus,Hantavirus YN06-256
81854,Bunyaviridae,Hantavirus,Hantavirus YN06-257
81855,Bunyaviridae,Hantavirus,Hantavirus YN06-270
81856,Bunyaviridae,Hantavirus,Hantavirus YN06-282
81857,Bunyaviridae,Hantavirus,Hantavirus YN06-362
81858,Bunyaviridae,Hantavirus,Hantavirus YN06-365
81859,Bunyaviridae,Hantavirus,Hantavirus YN06-455
81860,Bunyaviridae,Hantavirus,Hantavirus YN06-489
81861,Bunyaviridae,Hantavirus,Hantavirus YN06-605
81862,Bunyaviridae,Hantavirus,Hantavirus YN06-696
81863,Bunyaviridae,Hantavirus,Hantavirus YN06-747
81864,Bunyaviridae,Hantavirus,Hantavirus YN06-79
81865,Bunyaviridae,Hantavirus,Hantavirus YN06-813
81866,Bunyaviridae,Hantavirus,Hantavirus YN06-868
81892,Rhabdoviridae,,Rhabdovirus 00158
81893,Rhabdoviridae,,Rhabdovirus 024698
81894,Rhabdoviridae,,Rhabdovirus 03662
81895,Rhabdoviridae,,Rhabdovirus 0403467
81896,Rhabdoviridae,,Rhabdovirus 10716
81897,Rhabdoviridae,,Rhabdovirus 27V10
81898,Rhabdoviridae,,Rhabdovirus 4890
81899,Rhabdoviridae,,Rhabdovirus 9574.01
81900,Rhabdoviridae,,Rhabdovirus 9574.1
81901,Rhabdoviridae,,Rhabdovirus DK5533
81902,Rhabdoviridae,,Rhabdovirus Dorson86
81903,Rhabdoviridae,,Rhabdovirus M7173
81904,Rhabdoviridae,,Rhabdovirus M71731
81905,Rhabdoviridae,,Rhabdovirus N4925
81906,Rhabdoviridae,,Rhabdovirus P8350
81907,Rhabdoviridae,,Rhabdovirus R6146
81908,Rhabdoviridae,,Rhabdovirus SA01000067
81909,Rhabdoviridae,,Rhabdovirus SA01000068
81910,Rhabdoviridae,,Rhabdovirus SA08_00821
81911,Rhabdoviridae,,Rhabdovirus SA_07_02434
81912,Rhabdoviridae,,Rhabdovirus SA_0800821
81913,Rhabdoviridae,,Rhabdovirus X247
82128,Flaviviridae,Flavivirus,Flavivirus strain CJD05
82130,Caliciviridae,,Caliciviridae Hu/GII.4/Xiamen/May0511/2010/CHN
82139,Parvoviridae,Tetraparvovirus,Ungulate tetraparvovirus 4
82256,Potyviridae,Potyvirus,Cotyledon virus Y
82463,Geminiviridae,Begomovirus,Tomato leaf curl Bhatinda virus
82464,Geminiviridae,Begomovirus,Tomato leaf curl Sirsa virus
82465,Geminiviridae,Begomovirus,Alternanthera leaf curl Lakshmangarh virus
82466,Geminiviridae,Begomovirus,Solanum leaf curl Lakshmangarh virus
82481,Bunyaviridae,Hantavirus,Hokkaido virus
82621,Flaviviridae,Flavivirus,Marisma mosquito virus
82623,Inoviridae,Inovirus,Vibrio phage VCY-phi
82624,Circoviridae,Circovirus,Porcine circovirus CHAH/China/2010
82625,Circoviridae,Circovirus,Porcine circovirus CZJT/China/2011
82626,Circoviridae,Circovirus,Porcine circovirus HAHZ/China/2011
82627,Circoviridae,Circovirus,Porcine circovirus NJLH/China/2011
82628,Astroviridae,Avastrovirus,Guinea fowl astrovirus
82633,Astroviridae,Mamastrovirus,Porcine astrovirus 2
82634,Astroviridae,Mamastrovirus,Porcine astrovirus 4
82637,Circoviridae,,Po-Circo-like virus
82639,Circoviridae,,Po-Circo-like virus 41
82640,Circoviridae,,Po-Circo-like virus 51
82644,Bunyaviridae,Hantavirus,Ussuri virus
82658,Birnaviridae,Aquabirnavirus,Aquabirnavirus Garra/F73-11/IRL/2011
82669,Bromoviridae,Ilarvirus,Raphanus latent virus
82670,Circoviridae,Circovirus,Porcine circovirus CHHEB/China/2011
82671,Circoviridae,Circovirus,Porcine circovirus CHHEN/China/2011
82672,Circoviridae,Circovirus,Porcine circovirus JSHA/China/2011
82673,Circoviridae,Circovirus,Porcine circovirus NTTZ/China/2011
82674,Circoviridae,Circovirus,Porcine circovirus WXYX/China/2011
82675,Picornaviridae,,Feline picornavirus
82700,Parvoviridae,Bocaparvovirus,Canine bocavirus
82731,Nodaviridae,Betanodavirus,Artemia salina betanodavirus
82732,Nodaviridae,Betanodavirus,Balistapus sp. betanodavirus
82733,Nodaviridae,Betanodavirus,Chelon labrosus betanodavirus
82735,Nodaviridae,Betanodavirus,Epinephelus costae betanodavirus
82736,Nodaviridae,Betanodavirus,Epinephelus marginatus betanodavirus
82737,Nodaviridae,Betanodavirus,Epinephelus sp. betanodavirus
82738,Nodaviridae,Betanodavirus,Gobius sp. betanodavirus
82739,Nodaviridae,Betanodavirus,Merlangius merlangus betanodavirus
82740,Nodaviridae,Betanodavirus,Mullus barbatus betanodavirus
82741,Nodaviridae,Betanodavirus,Mullus sp. betanodavirus
82742,Nodaviridae,Betanodavirus,Mullus surmuletus betanodavirus
82743,Nodaviridae,Betanodavirus,Opistobranchia betanodavirus
82744,Nodaviridae,Betanodavirus,Pagellus sp. betanodavirus
82745,Nodaviridae,Betanodavirus,Ruditapes philippinarum betanodavirus
82746,Nodaviridae,Betanodavirus,Salmo trutta trutta betanodavirus
82747,Nodaviridae,Betanodavirus,Sardina pilchardus betanodavirus
82748,Nodaviridae,Betanodavirus,Solea senegalensis betanodavirus
82749,Nodaviridae,Betanodavirus,Solea solea betanodavirus
82750,Nodaviridae,Betanodavirus,Sparus aurata betanodavirus
82751,Nodaviridae,Betanodavirus,Trisopterus minutus betanodavirus
82752,Nodaviridae,Betanodavirus,Umbrina cirrosa betanodavirus
82891,Iflaviridae,Iflavirus,Spodoptera exigua iflavirus 1
82989,Tymoviridae,Tymovirus,Watercress white vein virus
82994,Paramyxoviridae,,Bat Paramyxovirus Pte_par/KCR245M/CR/2010
82995,Paramyxoviridae,,Bat Paramyxovirus Pte_par/KCR370/CR/2010
82996,Paramyxoviridae,,Bat Paramyxovirus Pte_par/KCR245H/CR/2010
82997,Paramyxoviridae,,Rodent Paramyxovirus Apo_fla/RMU10-1842/GER/2010
82998,Paramyxoviridae,,Rodent Paramyxovirus Myo_gla/RMU10-1968/GER/2010
82999,Paramyxoviridae,,Rodent Paramyxovirus Myo_gla/RMU10-1991/GER/2010
83000,Paramyxoviridae,,Rodent Paramyxovirus Myo_gla/RMU10-2235/GER/2010
83001,Paramyxoviridae,,Rodent Paramyxovirus Apo_syl/RMU10-2821/GER/2010
83002,Paramyxoviridae,,Rodent Paramyxovirus Apo_fla/RMU10-3244/GER/2010
83003,Paramyxoviridae,,Rodent Paramyxovirus Myo_gla/RMU10-2818/GER/2010
83004,Paramyxoviridae,,Rodent Paramyxovirus Myo_gla/RMU10-2897/GER/2010
83005,Paramyxoviridae,,Rodent Paramyxovirus Myo_gla/RMU10-2806/GER/2010
83006,Paramyxoviridae,,Rodent Paramyxovirus Myo_gla/RMU10-3079/GER/2010
83007,Paramyxoviridae,,Rodent Paramyxovirus Apo_fla/RMU10-3476/GER/2010
83008,Paramyxoviridae,,Rodent Paramyxovirus Myo_gla/RMU10-3179/GER/2010
83011,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH72/GHA/2009
83012,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/Bel125/GAB/2009
83013,Paramyxoviridae,,Bat Paramyxovirus Meg_woe/CO2139/CON/2005
83014,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/CO2784/CON/2006
83015,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH9-02/GHA/2008
83016,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB1415/GAB/2005
83017,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB1493/GAB/2005
83018,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GB3378/GAB/2006
83019,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/CO2009/CON/2005
83020,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/CO2569/CON/2005
83022,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB1456/GAB/2005
83023,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB1494/GAB/2005
83024,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB1704/GAB/2005
83025,Paramyxoviridae,,Bat Paramyxovirus Hip_caf/GB091001/GAB/2009
83026,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB09156/GAB/2009
83027,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB09164/GAB/2009
83028,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB09172/GAB/2009
83029,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB09182/GAB/2009
83030,Paramyxoviridae,,Bat Paramyxovirus Min_inf/GB09512/GAB/2009
83031,Paramyxoviridae,,Bat Paramyxovirus Hip_gig/GB09685/GAB/2009
83032,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB1400/GAB/2005
83033,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB1404/GAB/2005
83034,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB1418/GAB/2005
83035,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GB1661-AR/GAB/2005
83036,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GB1663/GAB/2005
83037,Paramyxoviridae,,Bat Paramyxovirus Hyp_mon/RCA-P15/RCA/2008
83038,Paramyxoviridae,,Bat Paramyxovirus Hyp_mon/RCA-P17/RCA/2008
83039,Paramyxoviridae,,Bat Paramyxovirus Pteropodidae/RCA-P19/RCA/2008
83040,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/RCA-P4/RCA/2008
83041,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH-M5/GHA/2010
83042,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH85/GHA/2009
83043,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH93/GHA/2009
83044,Paramyxoviridae,,Bat Paramyxovirus Myo_tor/CO2225/CON/2005
83045,Paramyxoviridae,,Bat Paramyxovirus Hyp_mon/CO2569/CON/2006
83046,Paramyxoviridae,,Bat Paramyxovirus Epo_gam/CD255/DRC/2009
83047,Paramyxoviridae,,Bat Paramyxovirus Epo_spe/CD256/DRC/2009
83048,Paramyxoviridae,,Bat Paramyxovirus Epo_gam/CD273/DRC/2009
83049,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/CD287/DRC/2009
83050,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/CD291/DRC/2009
83051,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/CD297/DRC/2009
83052,Paramyxoviridae,,Bat Paramyxovirus Myo_tor/CD356/DRC/2009
83053,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH-M43/GHA/2010
83054,Paramyxoviridae,,Bat Paramyxovirus Epo_gam/CD078/DRC/2009
83055,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH-M74a/GHA/2009
83056,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH-M77/GHA/2009
83057,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH-M67a/GHA/2009
83058,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH-M51a/GHA/2009
83059,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH-M61a/GHA/2009
83060,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH-M90a/GHA/2009
83061,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH-M69a/GHA/2009
83062,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH-M63a/GHA/2009
83063,Paramyxoviridae,,Bat Paramyxovirus Myo_tor/GB1386/GAB/2005
83064,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB1583/GAB/2005
83065,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB1590/GAB/2005
83066,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GB1237/GAB/2005
83067,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GB1535/GAB/2005
83068,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GB1659/GAB/2005
83069,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GB1661-RMH/GAB/2005
83070,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GB1678/GAB/2005
83071,Paramyxoviridae,,Bat Paramyxovirus Rou_aeg/GB2009/GAB/2005
83072,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GB3384/GAB/2006
83073,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH-M28/GHA/2009
83074,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/GH-M33/GHA/2009
83075,Paramyxoviridae,,Bat Paramyxovirus Eid-hel/RCA-P10/RCA/2008
83076,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/RCA-P05/RCA/2008
83077,Paramyxoviridae,,Bat Paramyxovirus Eid_hel/RCA-P09/RCA/2008
83078,Paramyxoviridae,,Bat Paramyxovirus Hyp_mon/RCA-P18/RCA/2008
83079,Paramyxoviridae,,Bat Paramyxovirus Hip_rub/GH19-140/GHA/2009
83080,Paramyxoviridae,,Bat Paramyxovirus Hip_spec/GH19-T/GHA/2009
83081,Paramyxoviridae,,Bat Paramyxovirus Col_afr/GB09478/GAB/2009
83082,Paramyxoviridae,,Bat Paramyxovirus Hip_caf/GB09670/GAB/2009
83083,Paramyxoviridae,,Bat Paramyxovirus Hip_gig/GB09682/GAB/2009
83084,Paramyxoviridae,,Bat Paramyxovirus Hip_caf/GB09790/GAB/2009
83085,Paramyxoviridae,,Bat Paramyxovirus Hip_gig/GB09898/GAB/2009
83086,Paramyxoviridae,,Bat Paramyxovirus Hip_rub/GB19-S/GHA/2009
83087,Paramyxoviridae,,Bat Paramyxovirus Hip_caf/GB59-30/GHA/2009
83088,Paramyxoviridae,,Bat Paramyxovirus Hip_aba/GB59-59/GHA/2009
83089,Paramyxoviridae,,Bat Paramyxovirus Myo_alc/3-320/BGR/2009
83090,Paramyxoviridae,,Bat Paramyxovirus Myo_cap/6-43/BGR/2009
83091,Paramyxoviridae,,Bat Paramyxovirus Myo_dau/NMS09-48/GER/2009
83092,Paramyxoviridae,,Bat Paramyxovirus Myo_myo/N78-14/GER/2008
83093,Paramyxoviridae,,Bat Paramyxovirus Myo_myo/N78-16/GER/2008
83094,Paramyxoviridae,,Bat Paramyxovirus Myo_mys/NM98-140/GER/2008
83095,Paramyxoviridae,,Bat Paramyxovirus Myo_mys/NM98-44/GER/2008
83096,Paramyxoviridae,,Bat Paramyxovirus Myo_bec/NM98-46/GER/2008
83097,Paramyxoviridae,,Bat Paramyxovirus Myo_mys/NM98-47/GER/2008
83098,Paramyxoviridae,,Rodent Paramyxovirus Rha_pum/NS3-9/RSA/2009
83099,Paramyxoviridae,,Rodent Paramyxovirus Rha_pum/NS62/RSA/2009
83100,Paramyxoviridae,,Rodent Paramyxovirus Rha_pum/NS25/RSA/2009
83101,Paramyxoviridae,,Rodent Paramyxovirus Rha_pum/NS44/RSA/2009
